timestamp,load_mw
2026-04-12 00:00:00,3202.8633333333332
2026-04-12 00:15:00,3140.7933333333335
2026-04-12 00:30:00,3092.683333333333
2026-04-12 00:45:00,3044.2533333333336
2026-04-12 01:00:00,2993.2066666666665
2026-04-12 01:15:00,2940.9466666666667
2026-04-12 01:30:00,2879.286666666667
2026-04-12 01:45:00,2848.563333333333
2026-04-12 02:00:00,2810.65
2026-04-12 02:15:00,2782.9933333333333
2026-04-12 02:30:00,2758.7833333333333
2026-04-12 02:45:00,2734.5333333333333
2026-04-12 03:00:00,2713.0333333333333
2026-04-12 03:15:00,2697.6266666666666
2026-04-12 03:30:00,2690.383333333333
2026-04-12 03:45:00,2679.726666666667
2026-04-12 04:00:00,2679.483333333333
2026-04-12 04:15:00,2684.2066666666665
2026-04-12 04:30:00,2696.596666666667
2026-04-12 04:45:00,2717.346666666667
2026-04-12 05:00:00,2746.2999999999997
2026-04-12 05:15:00,2786.646666666667
2026-04-12 05:30:00,2828.3133333333335
2026-04-12 05:45:00,2853.9966666666664
2026-04-12 06:00:00,2922.7566666666667
2026-04-12 06:15:00,2992.7466666666664
2026-04-12 06:30:00,3071.77
2026-04-12 06:45:00,3130.5533333333333
2026-04-12 07:00:00,3160.49
2026-04-12 07:15:00,3206.7766666666666
2026-04-12 07:30:00,3239.27
2026-04-12 07:45:00,3250.9933333333333
2026-04-12 08:00:00,3255.34
2026-04-12 08:15:00,3274.3866666666668
2026-04-12 08:30:00,3282.963333333333
2026-04-12 08:45:00,3279.58
2026-04-12 09:00:00,3299.4266666666667
2026-04-12 09:15:00,3397.133333333333
2026-04-12 09:30:00,3488.9733333333334
2026-04-12 09:45:00,3554.6766666666663
2026-04-12 10:00:00,3615.463333333333
2026-04-12 10:15:00,3654.5499999999997
2026-04-12 10:30:00,3655.596666666667
2026-04-12 10:45:00,3685.98
2026-04-12 11:00:00,3725.486666666666
2026-04-12 11:15:00,3745.0699999999997
2026-04-12 11:30:00,3750.73
2026-04-12 11:45:00,3718.1566666666663
2026-04-12 12:00:00,3771.156666666667
2026-04-12 12:15:00,3754.626666666667
2026-04-12 12:30:00,3762.5533333333333
2026-04-12 12:45:00,3731.3799999999997
2026-04-12 13:00:00,3636.78
2026-04-12 13:15:00,3559.4933333333333
2026-04-12 13:30:00,3558.7966666666666
2026-04-12 13:45:00,3581.3700000000003
2026-04-12 14:00:00,3539.4666666666667
2026-04-12 14:15:00,3571.656666666667
2026-04-12 14:30:00,3563.6733333333336
2026-04-12 14:45:00,3556.4300000000003
2026-04-12 15:00:00,3538.2166666666667
2026-04-12 15:15:00,3538.806666666667
2026-04-12 15:30:00,3557.3133333333335
2026-04-12 15:45:00,3557.34
2026-04-12 16:00:00,3564.5033333333336
2026-04-12 16:15:00,3562.853333333334
2026-04-12 16:30:00,3588.9966666666664
2026-04-12 16:45:00,3607.903333333333
2026-04-12 17:00:00,3622.16
2026-04-12 17:15:00,3648.4966666666664
2026-04-12 17:30:00,3694.7099999999996
2026-04-12 17:45:00,3659.2166666666667
2026-04-12 18:00:00,3670.49
2026-04-12 18:15:00,3694.806666666667
2026-04-12 18:30:00,3713.2566666666667
2026-04-12 18:45:00,3793.6866666666665
2026-04-12 19:00:00,3830.0
2026-04-12 19:15:00,3829.24
2026-04-12 19:30:00,3844.6966666666667
2026-04-12 19:45:00,3817.9
2026-04-12 20:00:00,3742.376666666667
2026-04-12 20:15:00,3762.6966666666667
2026-04-12 20:30:00,3788.2166666666667
2026-04-12 20:45:00,3767.4266666666667
2026-04-12 21:00:00,3735.306666666667
