timestamp,load_mw
2021-01-01 00:30:00,1999.0766666666664
2021-01-01 00:45:00,1952.006666666667
2021-01-01 01:00:00,1882.1333333333328
2021-01-01 01:15:00,1822.8666666666668
2021-01-01 01:30:00,1779.1333333333332
2021-01-01 01:45:00,1738.2266666666667
2021-01-01 02:00:00,1707.763333333333
2021-01-01 02:15:00,1681.256666666667
2021-01-01 02:30:00,1646.5633333333333
2021-01-01 02:45:00,1628.0733333333335
2021-01-01 03:00:00,1610.79
2021-01-01 03:15:00,1604.22
2021-01-01 03:30:00,1605.91
2021-01-01 03:45:00,1608.4066666666668
2021-01-01 04:00:00,1629.33
2021-01-01 04:15:00,1654.1166666666668
2021-01-01 04:30:00,1687.0166666666669
2021-01-01 04:45:00,1735.65
2021-01-01 05:00:00,1813.0466666666664
2021-01-01 05:15:00,1922.2
2021-01-01 05:30:00,2039.49
2021-01-01 05:45:00,2180.693333333333
2021-01-01 06:00:00,2343.273333333333
2021-01-01 06:15:00,2541.846666666667
2021-01-01 06:30:00,2768.056666666667
2021-01-01 06:45:00,2955.153333333333
2021-01-01 07:00:00,3180.4500000000003
2021-01-01 07:15:00,3437.0333333333333
2021-01-01 07:30:00,3665.61
2021-01-01 07:45:00,3825.306666666667
2021-01-01 08:00:00,4027.226666666667
2021-01-01 08:15:00,4165.73
2021-01-01 08:30:00,4316.593333333333
2021-01-01 08:45:00,4337.61
2021-01-01 09:00:00,4435.21
2021-01-01 09:15:00,4561.286666666667
2021-01-01 09:30:00,4707.686666666667
2021-01-01 09:45:00,4811.206666666666
2021-01-01 10:00:00,4838.13
2021-01-01 10:15:00,4896.526666666668
2021-01-01 10:30:00,4960.373333333334
2021-01-01 10:45:00,4939.74
2021-01-01 11:00:00,4889.026666666668
2021-01-01 11:15:00,4919.246666666667
2021-01-01 11:30:00,4943.33
2021-01-01 11:45:00,4919.62
2021-01-01 12:00:00,4814.0633333333335
2021-01-01 12:15:00,4752.873333333333
2021-01-01 12:30:00,4693.136666666666
2021-01-01 12:45:00,4562.64
2021-01-01 13:00:00,4351.213333333333
2021-01-01 13:15:00,4199.266666666666
2021-01-01 13:30:00,4053.9
2021-01-01 13:45:00,4009.1
2021-01-01 14:00:00,3920.896666666667
2021-01-01 14:15:00,3852.8433333333337
2021-01-01 14:30:00,3781.823333333333
2021-01-01 14:45:00,3677.1866666666665
2021-01-01 15:00:00,3613.98
2021-01-01 15:15:00,3543.853333333333
2021-01-01 15:30:00,3499.9233333333336
2021-01-01 15:45:00,3458.2466666666664
2021-01-01 16:00:00,3428.6966666666667
2021-01-01 16:15:00,3410.213333333333
2021-01-01 16:30:00,3390.0400000000004
2021-01-01 16:45:00,3415.943333333333
2021-01-01 17:00:00,3447.17
2021-01-01 17:15:00,3491.693333333333
2021-01-01 17:30:00,3528.8433333333337
2021-01-01 17:45:00,3616.743333333333
2021-01-01 18:00:00,3670.68
2021-01-01 18:15:00,3655.973333333333
2021-01-01 18:30:00,3653.0033333333336
2021-01-01 18:45:00,3622.813333333333
2021-01-01 19:00:00,3571.863333333333
2021-01-01 19:15:00,3533.5466666666666
2021-01-01 19:30:00,3510.103333333333
2021-01-01 19:45:00,3465.0733333333333
2021-01-01 20:00:00,3377.74
2021-01-01 20:15:00,3352.97
2021-01-01 20:30:00,3302.1566666666663
2021-01-01 20:45:00,3275.383333333333
2021-01-01 21:00:00,3225.5066666666667
2021-01-01 21:15:00,3174.61
2021-01-01 21:30:00,3129.47
2021-01-01 21:45:00,3059.6666666666665
2021-01-01 22:00:00,2967.33
2021-01-01 22:15:00,2872.6800000000003
2021-01-01 22:30:00,2759.82
2021-01-01 22:45:00,2655.5033333333336
2021-01-01 23:00:00,2530.0333333333333
2021-01-01 23:15:00,2394.7533333333336
2021-01-01 23:30:00,2285.57
2021-01-01 23:45:00,2174.273333333333
2021-01-02 00:00:00,1948.8133333333333
2021-01-02 00:15:00,1861.45
2021-01-02 00:30:00,1797.13
2021-01-02 00:45:00,1736.4666666666665
2021-01-02 01:00:00,1684.0166666666669
2021-01-02 01:15:00,1645.74
2021-01-02 01:30:00,1609.1333333333332
2021-01-02 01:45:00,1586.9033333333334
2021-01-02 02:00:00,1564.8033333333333
2021-01-02 02:15:00,1545.62
2021-01-02 02:30:00,1534.3866666666663
2021-01-02 02:45:00,1523.28
2021-01-02 03:00:00,1512.3100000000002
2021-01-02 03:15:00,1510.03
2021-01-02 03:30:00,1513.3833333333332
2021-01-02 03:45:00,1513.9433333333334
2021-01-02 04:00:00,1538.6633333333332
2021-01-02 04:15:00,1575.753333333333
2021-01-02 04:30:00,1619.82
2021-01-02 04:45:00,1657.6033333333332
2021-01-02 05:00:00,1732.6233333333332
2021-01-02 05:15:00,1845.96
2021-01-02 05:30:00,1961.1
2021-01-02 05:45:00,2107.7233333333334
2021-01-02 06:00:00,2299.4166666666665
2021-01-02 06:15:00,2531.393333333333
2021-01-02 06:30:00,2713.8
2021-01-02 06:45:00,2908.713333333333
2021-01-02 07:00:00,3125.843333333333
2021-01-02 07:15:00,3395.873333333333
2021-01-02 07:30:00,3630.7
2021-01-02 07:45:00,3806.3266666666655
2021-01-02 08:00:00,3945.7533333333336
2021-01-02 08:15:00,4066.223333333333
2021-01-02 08:30:00,4090.663333333334
2021-01-02 08:45:00,4104.536666666667
2021-01-02 09:00:00,4174.759999999999
2021-01-02 09:15:00,4243.026666666667
2021-01-02 09:30:00,4331.416666666667
2021-01-02 09:45:00,4381.39
2021-01-02 10:00:00,4382.583333333333
2021-01-02 10:15:00,4338.633333333334
2021-01-02 10:30:00,4290.403333333333
2021-01-02 10:45:00,4283.666666666667
2021-01-02 11:00:00,4233.633333333334
2021-01-02 11:15:00,4165.656666666667
2021-01-02 11:30:00,4100.376666666667
2021-01-02 11:45:00,4061.6733333333336
2021-01-02 12:00:00,3959.236666666666
2021-01-02 12:15:00,3883.6733333333336
2021-01-02 12:30:00,3830.1733333333336
2021-01-02 12:45:00,3768.51
2021-01-02 13:00:00,3523.75
2021-01-02 13:15:00,3375.876666666667
2021-01-02 13:30:00,3329.99
2021-01-02 13:45:00,3321.1733333333336
2021-01-02 14:00:00,3305.1200000000003
2021-01-02 14:15:00,3256.89
2021-01-02 14:30:00,3258.103333333333
2021-01-02 14:45:00,3209.19
2021-01-02 15:00:00,3168.893333333333
2021-01-02 15:15:00,3114.5866666666666
2021-01-02 15:30:00,3101.01
2021-01-02 15:45:00,3070.686666666667
2021-01-02 16:00:00,3056.396666666667
2021-01-02 16:15:00,3078.1566666666663
2021-01-02 16:30:00,3084.646666666666
2021-01-02 16:45:00,3089.0766666666664
2021-01-02 17:00:00,3150.6633333333334
2021-01-02 17:15:00,3189.18
2021-01-02 17:30:00,3238.17
2021-01-02 17:45:00,3306.613333333333
2021-01-02 18:00:00,3396.5533333333333
2021-01-02 18:15:00,3498.8266666666664
2021-01-02 18:30:00,3501.8033333333333
2021-01-02 18:45:00,3490.9
2021-01-02 19:00:00,3501.7966666666666
2021-01-02 19:15:00,3403.333333333333
2021-01-02 19:30:00,3373.4566666666665
2021-01-02 19:45:00,3340.936666666667
2021-01-02 20:00:00,3252.146666666667
2021-01-02 20:15:00,3230.6666666666665
2021-01-02 20:30:00,3134.0
2021-01-02 20:45:00,3085.406666666667
2021-01-02 21:00:00,2998.83
2021-01-02 21:15:00,2935.9500000000003
2021-01-02 21:30:00,2902.613333333333
2021-01-02 21:45:00,2832.3700000000003
2021-01-02 22:00:00,2759.3666666666663
2021-01-02 22:15:00,2683.71
2021-01-02 22:30:00,2598.7066666666665
2021-01-02 22:45:00,2469.0333333333333
2021-01-02 23:00:00,2373.346666666667
2021-01-02 23:15:00,2264.56
2021-01-02 23:30:00,2154.0166666666664
2021-01-02 23:45:00,2059.11
2021-01-03 00:00:00,1889.0533333333333
2021-01-03 00:15:00,1841.85
2021-01-03 00:30:00,1800.37
2021-01-03 00:45:00,1765.8933333333334
2021-01-03 01:00:00,1740.0366666666666
2021-01-03 01:15:00,1721.04
2021-01-03 01:30:00,1698.3433333333332
